epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,389.063,0,75.7736,0,0,0,0,0,0,108.697,0,0.000466993,0.000466993,0.000466993
2,831.976,0,4.1925,0,0,0,0,0,0,1191.12,0,0.000924649,0.000924649,0.000924649
