epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1310.12,0,45.1533,0,0,0,0,0,0,2.45083,0,0.000472461,0.000472461,0.000472461
2,2471.81,0,0.22288,0,0,0,0,0,0,0.00023,0,0.000930008,0.000930008,0.000930008
